,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19
item_77944,-0.16450757,0.06839397,0.31288272,-0.2387839,-0.06088411,0.43854472,0.29251432,-0.6780893,0.07127378,-0.22608154,0.053212047,0.29012287,-0.080884635,-0.7454561,0.21337432,0.09810888,-0.545438,0.13985752,0.3096634
item_77945,-0.025383225,0.3317761,-0.25767967,0.5299967,-0.5205615,0.43517062,-0.15780465,-0.60186964,0.20850071,-0.40353143,0.057223044,-0.7117726,-0.27505428,-0.70511794,0.23375376,-0.8004742,-0.5190952,0.05085417,0.38582847
item_77946,0.14464556,0.09165884,0.017267767,-0.086234495,-0.16042288,-0.15382835,0.111740515,-1.0119156,-0.19330814,-0.39235544,-0.09747877,-0.34279883,-0.43000105,0.45909685,-0.14687575,-0.31738442,-0.0866673,0.4299096,0.326522
item_77947,-0.49004507,0.23053843,-0.22663316,-0.017447589,0.036045514,0.10394888,-0.49077994,-0.44962093,0.33521774,0.32036656,-0.5081346,-0.40655875,-0.71194404,-0.23423658,0.06949561,-0.47838035,-0.15496483,0.51534885,-0.13994381
item_77948,0.03300404,0.52112556,0.35438603,0.13763636,0.5333806,0.46456555,0.2951409,0.29466635,0.039730676,0.022614995,0.59328145,0.1116893,0.15635577,0.11717805,-0.46712995,-0.13717902,-0.035154793,0.42296648,0.23146082
item_77949,0.5600869,0.71849924,0.15350315,-0.06014788,0.44994134,0.22214007,0.013156674,-0.24152617,-0.54719263,-0.023420526,0.106491216,-0.07334796,0.16384107,-0.4286315,-0.071359076,-0.81887877,0.0110095525,0.32660308,0.30492115
item_77950,0.3964402,0.3984353,0.26619095,0.26068804,0.55728817,0.606611,-0.022239907,-0.020351782,0.2226053,-0.12521307,0.0020074411,0.10071396,-0.3124234,-0.29834032,0.030772403,-0.89851266,-0.4363202,0.23250572,0.33975005
item_77951,-0.22764519,0.24945818,0.62357706,-0.088000506,-0.069704235,0.13053957,0.3359244,0.051977847,-0.15672314,-0.076439925,-0.095454946,-0.12817173,-0.3596113,-0.0124840895,-0.07374277,-0.6075911,-0.3347969,0.27152023,0.36546424
item_77952,0.0015820104,0.32362902,0.13104916,0.37245038,0.12976725,0.08374956,-0.027971363,-0.21012744,0.23796247,0.21212102,0.13230768,0.015182073,-0.4429956,-0.4064499,-0.30666795,-0.10188544,-0.4033948,0.17079982,-0.008524983
item_77953,-0.4673293,0.5955148,-0.35442308,-0.30202118,-0.16305225,-0.06036052,-0.009562605,0.39075366,-1.2165587,0.37283513,0.44020098,-0.34273902,0.123006895,-0.9048827,0.14640647,-0.4415825,0.24002472,0.036167786,0.13072692
item_77954,-0.22597513,0.15160698,-0.06995932,0.03256165,-0.12912726,0.5529251,-0.05516867,-0.51048136,-0.375969,0.17249651,-0.15896326,-0.40363523,-0.7181194,-0.22945845,0.3030951,0.5358866,-0.23266521,-0.35110214,0.30646887
item_77955,0.5171851,0.14877398,0.25933585,0.07105734,0.7204078,0.28079718,-0.1139631,-0.38952908,0.29109973,-0.35865483,-0.42438403,0.35657278,-0.75928086,-0.45142725,0.115764424,-0.479304,-0.17729183,-0.20975555,0.6933844
item_77956,0.0050585917,-0.063009664,-0.09992297,0.105079874,-0.3891208,-0.31391492,0.106353745,0.14743477,0.77142096,-0.43927127,-0.29872185,-0.028846473,-0.5204813,-0.10926726,0.1181506,-0.6908187,-0.60047555,0.12773909,0.3005169
item_77957,0.63532853,0.6140529,0.25300613,-0.4948214,0.2984582,-0.39108828,-0.07709887,-0.17049603,-0.038416684,0.081273235,0.32323092,-0.53119737,0.19226728,-0.048074514,-0.10262273,0.103121944,-0.53376704,0.25602326,0.39253494
item_77958,0.2573912,0.7320431,0.20259202,0.33386114,0.13716838,0.8222027,-0.23555605,-1.0297968,0.37239543,-0.11175841,0.37970945,-0.22518753,-0.72380644,-0.68494296,-0.25553274,-0.72151005,-0.11243212,0.2777409,0.16699879
item_77959,-0.010337719,0.50002694,0.08645873,-0.17202991,0.3581165,0.7925224,0.19897985,-0.45431164,0.015934462,-0.03905024,0.09754467,0.19933441,-0.43454283,0.06888662,-0.22078,-0.18050084,-0.25259382,0.44407815,0.47638658
item_77960,-0.04829733,0.24628507,0.84227234,0.2033103,0.588385,0.30559516,-0.0801934,-0.26940858,-0.15284881,-0.12679471,0.28184178,-0.07053321,0.04930268,-0.41394708,0.037407503,-0.14182453,-0.07146578,0.26818576,0.3120823
item_77961,0.18511015,0.42678806,0.23990151,0.3178995,-0.15210007,0.24263501,0.061682995,-0.15387444,0.17557155,0.41172293,-0.0288983,-0.2407658,-1.0656488,-0.23268819,-0.0105432635,-0.2098739,-0.24274275,0.42995596,0.25858706
item_77962,0.2759763,-0.025522761,-0.034981217,0.17317545,0.08693191,0.1755054,0.17737812,-0.40554336,0.328779,-0.35596538,0.020359188,0.095915444,-0.73868567,-0.08552798,0.08934792,0.05696566,-0.21571708,0.2010087,0.3727681
item_77963,0.23538066,-0.2968701,0.16483866,0.23918818,0.20979206,0.842161,0.20645033,-0.24032319,0.12244843,0.097169004,0.12817079,-0.5865931,-0.5921285,-0.36072192,0.117406726,-0.35363373,-0.4326215,-0.1557484,0.3953286
item_77964,-0.13032556,-0.009695932,-0.31045872,-0.23584273,-0.2032577,0.50022453,0.19949733,-0.11950284,0.86316055,-0.39656216,0.43412507,-0.77490956,-0.6080963,0.22933336,-0.22955558,0.019385068,0.7772965,-0.3643987,-0.1731532
item_77965,0.124588914,0.6464678,0.20224012,-0.3614342,0.72793424,0.27376914,-0.43366694,-0.24597202,0.12703268,0.13222632,0.26588094,0.7100057,-0.79409885,-0.6164257,-0.15019068,-0.14126143,-0.27053696,0.30335432,0.2034714
item_77966,0.09158817,-0.1284028,-0.0009030913,0.04410185,-0.10762488,0.06903824,-0.2558478,-0.5988566,0.4122533,-0.13378353,-0.00720221,0.23759708,0.39702085,-0.43374735,-0.3090745,-0.2536339,0.10769655,-0.2713578,0.26781896
item_77967,0.3425847,0.47369236,0.1158153,0.12046859,0.62049633,0.463352,-0.05262917,-0.07912603,0.36558202,0.40886462,0.107457496,-0.68461156,-0.94351673,-0.09568484,0.20016356,0.08007119,-0.77654684,0.24576312,0.5479821
item_77968,-0.2571388,-0.036995217,0.004852897,0.41854125,0.00303397,0.29864427,0.08076627,-0.37634802,0.17120731,-0.34986833,-0.0050936798,-0.2115791,-0.16988905,-0.24884295,-0.012495765,-0.49858594,-0.06341618,0.23919295,0.3635535
item_77969,-0.08292788,0.10897314,0.12611863,0.17871737,0.4933154,0.298322,0.048592865,-0.8210906,0.3469667,-0.32193583,0.22964509,0.6181208,-0.6488402,-0.32167503,0.15399534,-0.5067233,-0.8938944,0.30787492,0.59334975
item_77970,0.10108631,0.4347184,0.0011008618,0.23541178,0.567565,0.17982095,0.13068151,-0.28104067,0.26152664,0.20563722,0.07953537,-0.22967124,-0.6139832,-0.38945875,0.03942639,-0.51258093,-0.71207565,0.3979947,0.24655974
item_77971,0.30569342,-0.027105192,-0.41514623,-0.24783903,-0.6539318,0.34574354,-0.012325903,-0.06608456,0.25886634,-0.0909345,-0.44874924,0.10230087,-0.2703,0.25512603,0.4014852,-0.08767469,0.25514048,0.21290399,0.070616215
item_77972,0.46627277,0.49845833,0.19997546,0.055726323,0.29081717,0.20078063,0.27378753,0.057538517,-0.44845238,0.31654248,0.46028426,0.24097852,0.27578604,-0.21032022,0.21378136,-0.026838088,-0.4605618,-0.16614313,0.43204945
item_77973,0.35473126,0.46620855,-0.09724976,0.121313624,0.8201399,0.4874004,0.07696039,-0.19662793,-0.12677692,0.062774345,0.23216644,0.3763805,-0.159769,0.21291935,0.090064704,-0.07657663,-0.5556037,0.4516708,0.4869007
item_77974,-0.13365526,-0.03267066,0.44037017,0.29460818,0.0036214353,0.61553794,0.07144145,0.4011629,-0.38646072,0.24612308,-0.04426112,-0.09005815,-0.77027303,-0.1881353,0.02382175,-0.7894574,-0.19375442,0.674838,-0.13340151
item_77975,-0.09894531,-0.28917587,0.15331133,0.30180767,0.12722534,-0.46798944,0.034883298,-0.2832869,0.65202695,-0.88926196,0.083429284,-0.15106253,-0.692344,0.15641806,-0.45505944,0.046370327,-0.37762147,-0.14825292,-0.24404359
item_77976,0.09306789,0.117187254,0.20303985,-0.18870078,-0.5343765,0.29696992,0.24217281,-0.45712626,0.121039204,-0.36824226,-0.32779208,-0.4611735,-0.054922685,-0.39941362,-0.02585502,-0.7780016,-0.21135302,0.16864043,0.2601425
item_77977,0.19288632,0.33930865,0.28428125,0.24033472,-0.041344557,0.12472496,0.11458338,-0.26339737,0.33454707,-0.2485897,0.24431439,0.43810531,-0.545958,-0.21430023,-0.027999839,-0.024609009,-0.6177506,0.29037306,0.2773039
item_77978,0.13996826,0.45974803,-0.0058705593,-0.03777759,0.35952348,0.24127865,0.2623952,-0.43049422,0.29104704,-0.29498684,0.43606496,-0.20934793,-0.047181144,0.23688114,0.12493304,-0.16410843,-0.27495727,0.4014189,0.5465506
item_77979,0.43769127,0.47577423,0.08957398,-0.271553,0.24804752,0.2388876,0.24992041,-0.13676715,0.15869655,-0.2918768,-0.14909981,0.2575987,-0.5623051,-0.01315977,0.03893457,-0.19881523,-0.7851999,0.06443937,0.2267919
item_77980,-0.24699455,0.18059386,0.12160219,0.049979385,0.29911175,0.27293423,0.07731793,-0.3353935,0.27198094,-0.18334052,-0.11702972,0.23547049,-0.59070027,-0.055307455,-0.05470123,0.116600744,-0.26171863,0.3022325,0.34689492
item_77981,0.4718156,0.04257085,0.5222567,0.4838805,0.26843935,-0.10794282,-0.26038563,-0.35755393,-0.107455894,-0.15413874,0.28358918,0.08492924,-0.8515138,-0.27128693,-0.044224747,-0.05009364,-0.60683733,0.6815124,0.4328738
item_77982,0.5847127,-0.008040388,-0.28306767,-0.28331524,-0.38663357,0.24694347,-0.066468135,-0.8708149,0.35479915,-0.11534673,-0.2486073,0.17762253,-0.28235343,-0.23631735,0.47028366,-0.017942773,-0.7760485,0.036718752,-0.22122225
item_77983,-0.15723118,0.19413866,-0.1548923,-0.1371405,-0.22182874,0.20111328,-0.05426376,-0.4133515,0.22755891,-0.19519015,0.10457094,0.25926447,-0.5063128,-0.44319063,0.1852378,-0.117739044,-0.47793585,0.39869,0.59712476
item_77984,0.46138895,0.0819142,-0.15296167,-0.32704106,-0.06375382,0.38458407,-0.11234403,-0.5421154,0.44781712,-0.3867021,-0.2501883,0.14248817,-0.5088435,-0.24768765,0.099088795,-0.10363618,-0.3210275,0.031793013,0.5344751
item_77985,-0.13481952,0.20318006,0.16737835,0.47139785,-0.036245998,-0.036784474,0.2044062,-0.82794213,-0.17492336,-0.4591826,0.0931283,-0.30421034,-0.4730074,-0.4648249,-0.28789955,-0.299395,-0.23469917,0.15549059,-0.33081487
item_77986,0.4644816,0.26635748,0.22878624,0.20210384,0.3050328,-0.052981175,0.10384074,-0.29168794,0.18091121,-0.077833645,0.0025168706,0.09624526,-0.44148132,-0.1809299,-0.06918912,-0.5376782,-0.50208294,0.38774046,0.51677305
item_77987,0.32949626,0.3097248,0.13571076,0.43448818,0.60785353,-0.3007388,0.43848345,-0.08716516,0.16720188,-0.36423507,0.30736125,0.5114847,-0.3838774,0.13928267,0.09081164,0.11941844,-0.8291028,0.22429979,0.62302905
item_77988,-0.012190044,0.2513653,0.019714953,-0.32605758,0.7440128,0.32777607,-0.3518006,-0.303796,0.27818125,-0.03527681,0.28848583,-0.40911794,-0.3149522,-0.5831608,-0.03647209,-0.019173734,-1.0931969,0.30411488,0.37646228
item_77989,-0.19314349,0.65144366,0.1379684,0.31589422,-0.024528172,0.19481105,-0.17339587,-0.25317442,-0.15079483,-0.08824328,-0.27251646,0.005525673,-0.04079021,-0.103792034,0.25127172,-0.11713463,-0.44398385,0.5517151,0.5541445
item_77990,0.17867747,-0.19457303,0.32707772,0.081969164,0.7876006,0.061282635,-0.77291805,-0.500682,0.072617896,-0.16601725,-0.4367562,0.4559531,-0.6384874,-0.066231586,0.06594364,0.030348726,-0.43090603,0.18115419,0.29533687
item_77991,-0.3555267,0.11394821,0.1412601,0.050494634,-0.15041517,0.10232099,-0.12643261,-0.08474819,0.27925462,-0.098080195,0.16212775,-0.22969338,-0.17344813,-0.85783315,0.575467,0.27997604,-0.3021715,0.24386476,-0.08582446
item_77992,-0.26558033,-0.0013956402,-0.14846398,0.27701882,0.0033828246,0.4603325,0.06572172,-0.55690646,0.06314847,-0.5079091,-0.07014975,-0.23406179,-0.23581429,-0.29631212,-0.108863704,-0.29392204,-0.31343696,-0.48612446,0.07173183
item_77993,0.64986837,0.5249197,-0.37450793,0.021726338,0.25208098,-0.032149658,-0.18251677,-0.13656083,0.15117681,-0.29844138,-0.083571896,-0.6769083,0.3818893,-1.0225446,0.081822515,0.002321484,-0.4085926,-0.3556856,0.011756278
item_77994,-0.2558872,-0.0896883,0.055406936,0.05557983,-0.09857582,0.39369,0.15918052,-0.28941277,0.24474406,-0.3745553,-0.022961617,-0.45866707,-0.431463,-0.052725006,-0.076140836,-0.038164675,-0.41993105,0.21852678,0.23930477
item_77995,0.29875624,0.40177032,0.5257758,0.04349206,0.57726264,0.3944558,0.26235092,0.25246933,0.12396013,0.14437047,0.43110698,0.086137615,-0.25407028,-0.26874515,-0.058752295,-0.20516802,-0.22948736,0.2818112,0.22952637
item_77996,0.20986456,0.49142632,0.8680494,0.5500126,0.15493175,0.260148,0.098790675,-0.25917673,0.20405155,-0.25880837,-0.018072687,0.2001367,-0.5611282,-0.2423204,0.04292289,-0.7122113,-0.15433551,0.33396,0.6503247
item_77997,0.59528434,0.7021591,0.72760856,0.17949955,0.32022431,-0.16097212,-0.1485018,-0.43392113,0.0010248437,0.1519784,0.87403727,0.1460467,-0.45725378,-0.018522324,-0.030759962,0.5978064,-0.36260134,0.27268904,0.19302303
item_77998,-0.038441036,0.07938566,0.0580073,-0.13477746,0.6142385,0.33096737,-0.516102,-0.17978294,0.34384415,-0.32519037,-0.040543888,-0.09268902,-0.6538299,-0.17304154,0.1498619,0.2673772,-0.50947803,0.3165716,0.47437292
item_77999,0.14582525,0.26583672,0.2717734,0.22028898,-0.36710244,0.21545844,0.30288377,-0.18774632,0.59260327,-0.4274595,-0.06955958,-0.0044673816,-0.8272138,-0.27718553,-0.009160471,-0.13915078,-0.83120096,0.17720991,0.2459399
item_78000,0.5504443,0.7694041,-0.1508129,0.47541043,0.53635806,0.011115032,0.14275174,-0.33236632,-0.1634153,0.011288486,0.47208908,-0.58361447,-0.44306663,-0.18993713,-0.12822218,0.26763666,-0.987501,0.1652706,0.340012
item_78001,0.090292044,0.3131063,0.45201662,0.33234233,0.5171717,0.30750844,0.024454204,-0.08363205,0.050833117,-0.38547465,0.18313941,-0.06303569,-0.679569,-0.21381257,0.4078302,0.30110088,-0.5882735,0.5979823,0.43579075
item_78002,-0.30455956,-0.59021264,0.24154802,0.18211143,-0.19958656,0.20036465,0.30530527,0.5706939,0.12557504,-0.37735078,-0.19838272,-0.20928639,0.72087383,0.26128826,0.6450648,0.19802237,0.8027154,0.028446604,-0.1521838
item_78003,-0.28001145,0.11688798,0.45229453,-0.14159188,0.120188475,0.48225886,-0.016747955,-0.21265543,0.35257,-0.05699886,-0.298453,0.6390543,-0.61170256,-0.101075165,0.05679663,-0.43534443,-0.39538777,0.36706322,0.55142
item_78004,-0.3424464,0.10060635,-0.12214092,0.26760983,0.120250694,0.5118034,-0.179314,-0.31372815,0.063131735,-0.12440304,-0.23885158,0.28629363,-0.3898714,-0.013579726,-0.15011469,-0.21523178,-0.20162117,-0.023560686,0.3709877
item_78005,0.07082789,0.31651992,-0.11329175,0.067735486,0.35845503,0.35965666,0.27294335,-0.3747378,0.27620417,0.16802019,-0.34148163,0.2837323,-0.47956127,-0.199913,-0.11950853,-0.15178536,-0.3658912,-0.18539836,0.6770229
item_78006,-0.026970021,0.8428415,0.23397997,0.019092487,0.6350431,0.22292264,0.37592924,-0.42603138,0.022907972,-0.071216136,0.74121827,0.41030008,0.09671554,0.1447737,0.050609495,-0.6761955,0.33268237,0.3982925,-0.29720044
item_78007,-0.5029427,0.67894584,0.33844632,0.27033386,0.19622552,0.10428084,0.18419117,0.062312186,-0.63667536,0.4900657,0.6603814,-0.058537763,0.59378135,0.11086548,-0.07665394,-0.050993644,0.19043659,-0.0056731543,-0.09119449
item_78008,-0.31162858,0.9372726,-0.22103597,0.14647844,0.22121346,0.3931861,0.6004905,0.0770285,0.55186504,-0.63223356,0.23345493,0.647443,-0.35028866,-0.21335901,0.050468188,-0.24326006,-0.88837564,0.36601788,-0.18539217
item_78009,0.079812,-0.22566435,0.1577825,0.25032493,0.032138076,0.47352484,0.01880506,-0.02524579,0.18850136,-0.30266055,0.02573255,0.16569288,-0.2167142,-0.112736434,0.07287441,-0.7648648,-0.36602977,-0.0071568782,0.29685727
item_78010,0.004577302,-0.27443573,-0.13623561,-0.13197568,0.04768119,-0.2040246,-0.44428235,0.043519452,0.18585055,-0.04103701,0.110119544,-0.30577743,0.7958226,0.29466543,0.0032698333,0.17731926,0.65355515,-0.030503612,0.049851865
item_78011,0.017968683,0.28848246,0.52577764,0.03939574,0.6876661,0.16766576,0.033256136,-0.072515026,0.16371448,-0.52262324,0.25810975,0.43597853,-0.23945434,-0.47241315,-0.052587673,-0.4276718,-0.22539888,0.35880762,0.51052934
item_78012,0.20946465,0.36932775,0.20276034,0.15157442,0.3899032,0.36414015,-0.040318005,-0.14174978,0.33918163,-0.07043901,0.39893752,0.18706454,-0.61083645,-0.31849596,-0.15925318,-0.38314396,-0.16104169,0.44487655,0.48705375
item_78013,-0.28291225,0.14604215,0.1737964,-0.038293175,0.03909814,0.11442393,-0.16254032,-0.7960713,0.23087372,-0.43272522,-0.030027585,0.22708213,-0.3287628,-0.4896713,-0.10068867,-0.08993933,-0.3922787,-0.005099197,0.27541515
item_78014,0.34858438,0.84977627,0.20756495,0.32483706,0.28160334,0.16415687,0.071282625,-0.29732075,0.23325294,-0.1762891,0.41978258,0.1318239,-0.6185546,-0.31644508,0.01591983,-0.16205336,-0.42908117,0.3362699,0.18432754
item_78015,0.4945087,0.2679543,0.1864279,0.18317351,0.37591735,0.088459,-0.18519135,-0.13634758,-0.014552246,-0.023997417,0.088965476,0.13211036,-0.7680567,-0.5304906,0.11163162,-0.16756172,-0.5218537,0.2577174,0.058989134
item_78016,0.6101343,0.5656713,0.05640244,0.14985605,0.5746575,0.3619172,-0.5663565,0.46105978,-0.72759503,-0.44233072,-0.26901323,0.2707598,-0.32564908,-0.3939123,-0.6848965,-0.510725,-0.5048834,0.4399044,0.29308754
item_78017,-0.15579969,0.33784062,0.1273999,-0.21618733,0.47286248,0.14591414,0.4262222,-0.35091355,0.073914506,-0.07407111,0.072740085,0.15938368,-0.71045154,-0.33094025,-0.021815369,-0.51786065,-0.5242053,0.39778295,0.4690052
item_78018,0.2200994,0.13109061,0.040904757,-0.059122056,0.4164867,0.03657462,0.07639348,-0.07383296,0.08638265,0.07854222,0.12332944,0.6746349,-0.63339025,-0.22507468,-0.0047114887,-0.26542127,-0.71179336,0.3679145,0.22829273
item_78019,-0.24400842,0.56840175,0.019233016,0.20148087,-0.04513014,0.39177662,-0.02908508,-0.34882867,0.25990382,-0.034512904,-0.13619225,0.3850996,-0.59554374,-0.21365847,-0.18358691,0.1258964,-0.5147762,0.121065624,0.18327835
item_78020,-0.09408909,0.7243486,0.11124855,-0.24233356,0.116986126,0.29543534,0.10095441,-0.4291137,-0.032043464,-0.23499437,0.052428078,0.4181061,-0.6418411,0.100183204,-0.047981597,-0.39889506,0.35808334,0.0532437,0.652664
item_78021,-0.31098324,0.021270718,0.110420585,-0.18467474,-0.009829705,0.09419901,0.11809717,-0.36899763,0.118865654,-0.11205227,-0.24526756,0.24810085,-0.5697396,-0.17636703,0.44965437,-0.22109258,-0.5660051,0.058569282,0.44541502
item_78022,0.48323858,0.43773517,0.10155634,0.32958204,0.29420516,0.4538147,-0.2407365,-0.29522297,0.63106996,-0.17978327,-0.042601664,0.8870101,-0.55053926,0.15432777,0.49961236,-0.5646172,-0.23509102,0.54703796,0.38984424
item_78023,0.44936106,0.50865555,0.43338147,0.36319166,0.16654971,0.2544682,0.029882314,-0.41257426,0.039748315,-0.34602332,0.2589054,0.13243702,-0.5319352,-0.3000558,0.18028086,-0.03966759,-0.47085017,0.49080908,0.16319732
item_78024,0.42912152,0.8480773,0.18045245,-0.17487752,0.23890911,-0.037568614,-0.31190422,-0.15332887,0.31998384,-0.15490612,0.48421577,0.08953347,-0.12751555,-0.4330321,0.1708116,0.18525946,-0.54222107,0.3259742,0.4385969
item_78025,-0.50447196,0.7235018,0.16526443,0.6498039,1.0233377,0.56339127,-0.30365533,-0.21643396,-0.048818823,0.0456519,0.08569053,0.2869592,-0.40470383,-0.26148105,-0.19344716,0.20801271,-0.43126804,0.12936041,0.2708777
item_78026,-0.16407707,-0.17313348,0.059355125,0.111379735,0.75938797,0.014224547,-0.19010857,-0.2833655,0.7544363,-0.005076537,0.37063372,0.7699426,-0.08660883,-0.7009307,-0.36814272,-0.56578064,-0.009771767,-0.2744411,-0.030010184
item_78027,-0.10637682,-0.11307045,0.26964623,0.2633833,0.19921248,0.92394775,-0.20383878,-0.2198011,-0.022683326,0.0614059,0.05947296,0.2149245,-0.7507197,0.17959078,-0.17156334,-0.20777808,-0.37765834,0.16043451,-0.060307804
item_78028,0.043091618,0.11556155,0.21281993,0.0827858,-0.24699986,0.43264413,-0.016824644,-0.34420082,0.47675595,-0.38225323,0.06885773,-0.43874273,-0.39404503,-0.23301443,0.17928757,0.116364375,-0.19673157,-0.26748946,0.3248132
item_78029,-0.13275044,0.43082756,0.45599392,0.14072213,0.39639795,0.24068041,-0.10035553,-0.32741958,-0.053979374,-0.08283176,0.08393546,0.03089938,-0.711055,-0.11510804,-0.7195738,0.40785217,-0.31304345,0.22726455,-0.20349889
item_78030,-0.16314146,0.183941,0.22489198,-0.07627405,-0.022876708,0.2753171,-0.062029593,-0.17813163,0.009381424,-0.17164066,-0.19937846,-0.11474705,-0.42277637,-0.62839925,-0.4620939,0.0985181,-0.63813686,0.23116834,0.25388753
item_78031,-0.187818,-0.071783155,-0.37156847,0.028234461,-0.4327804,-0.3248466,-0.062256034,-0.22518142,-0.13336243,-0.34524286,-0.5709679,-0.35975516,0.010348704,-0.6172885,0.022751374,-0.29491046,-0.7573624,0.5499345,0.45070577
item_78032,-0.03816342,0.031715393,0.10522481,0.107145526,0.6406074,0.77622145,0.09787371,-0.3609413,0.08347132,-0.1265447,0.034779955,-0.043771632,0.0371335,0.043836743,0.02434935,-0.16238758,-0.34583795,0.14539498,0.17147675
item_78033,0.54358876,0.16645388,0.2474772,0.37395194,0.17672904,0.24760447,-0.124158695,0.11434809,0.3082547,-0.2541988,0.124216445,0.09132382,-0.5711301,0.21292299,-0.035986345,-0.40402785,-0.7865957,0.24431038,0.5394112
item_78034,0.30255315,0.2116095,0.23712935,-0.3154464,0.19300573,0.1924092,-0.11090518,-0.22753242,0.009835146,-0.059306696,-0.12668623,-0.036160372,-0.7160113,-0.17883891,-0.34924,-0.275605,-0.24882136,0.34849548,0.41342735
item_78035,0.23463815,-0.11775343,0.3629846,0.7376865,-0.004722397,-0.2121166,-0.3789778,-0.36406913,0.56570834,-0.19927076,-0.0016907862,0.12593246,-0.373079,-0.2856128,0.25045502,-0.15519476,-0.43926948,-0.16307816,0.11133951
item_78036,-0.05249395,0.9600866,0.087677985,-0.24689138,0.14319153,-0.029859928,0.073261194,-0.2838723,0.018639985,-0.018646669,0.3197536,-0.24392176,-0.36061418,-0.5095671,-0.32090545,-0.6183852,0.017135436,0.3852407,0.578015
item_78037,-0.17387852,-0.33598423,0.11157366,0.215283,-0.60535514,-0.09180066,0.3834746,-0.109658346,-0.27141663,-0.20202935,0.27372155,-0.6436058,-0.82910526,0.31720626,-0.19967525,0.1853391,-0.8718661,-0.19032879,0.5149633
item_78038,0.28419787,0.29851282,-0.10853467,0.22998363,-0.46181744,0.06682436,-0.051183175,-0.34102848,0.221839,0.09045428,0.5293043,0.46880257,-0.37025115,-0.42287675,0.044261254,-0.18114547,-0.03380226,0.36887166,0.30013844
item_78039,0.21506646,0.5288287,0.56068707,0.07204653,0.32626763,0.19738561,0.13289106,-0.13424084,-0.044054173,-0.14288987,0.45319816,-0.24654734,-0.38541985,-0.3169711,0.1828152,-0.4250853,-0.35768032,0.39029756,0.2509443
item_78040,-0.110976875,0.6107506,0.06520255,0.481594,-0.0851897,0.41265622,0.089962915,0.009350533,0.055548966,-0.19965401,0.3315332,0.26477736,-0.301024,-0.2562954,0.24976428,-0.53496015,-0.25871143,0.3688171,0.44092926
item_78041,-0.582131,0.13746013,0.28354076,0.16172482,-0.0033164269,0.40221566,0.009964897,0.11259185,0.21378244,-0.18178447,-0.20565827,-0.0060279737,-0.7687329,-0.2724876,0.02360787,-0.60735685,-0.2000573,-0.09603832,0.105045974
item_78042,0.073484674,0.7126912,0.30135334,0.7096131,0.52515185,0.30164966,0.23125522,0.27958837,-0.19726904,-0.4552851,0.50443906,0.6510425,-0.13498098,0.06371183,0.0653308,-0.09335363,-0.816318,0.50257003,0.16187897
item_78043,0.26420063,0.7372633,0.4203801,0.20481996,0.82222676,-0.22765984,0.19030148,0.025599336,0.27102008,0.13827479,0.45591846,0.17155772,-0.012957518,-0.2000565,-0.17809334,-0.47048253,-0.28084767,0.30576104,0.51614535
item_78044,-0.027361844,0.9637042,0.104602516,-0.017405149,-0.26678926,-0.51932293,0.22601968,0.43816996,-0.347819,0.45240328,0.077668466,0.043570187,0.19380216,-0.15579097,-0.31118575,0.36722535,-0.8080334,0.48429286,-0.30143842
item_78045,0.52397716,0.42614505,0.24841312,0.09634005,0.3881357,-0.38997376,0.043810215,-0.4077522,0.1566901,-0.21574284,0.34563783,0.32868382,-0.70786524,-0.18348405,-0.031918865,-0.25431702,-0.7553593,0.44775698,-0.041020375
item_78046,0.25375047,0.5465597,0.33297843,0.13260743,0.4679307,0.39239326,0.30109292,-0.203549,0.11641179,-0.198563,0.22011004,0.28464362,-0.60183203,-0.32000998,0.12494284,-0.25201672,-0.39126623,0.13570097,0.3568762
item_78047,-0.04958417,0.30530298,0.10160818,0.25323495,-0.35601848,0.22139686,0.20054112,-0.6554368,0.32220873,-0.11096956,-0.16440928,-0.46904978,-0.42926025,-0.46349853,-0.17409703,-0.25019744,-0.5173941,-0.23855907,0.2644762
item_78048,-0.014656706,0.01597337,0.29336777,0.071654946,0.6064926,0.43454078,-0.1775506,0.27546173,-0.25749636,0.04543491,0.23389007,-0.3864967,0.029640106,-0.36972857,-0.039339863,-0.07520966,-0.10882709,0.24611564,0.16132608
item_78049,0.24819681,0.38812536,-0.15566204,0.22075675,0.5324563,0.12538384,0.054309882,-0.29572302,-0.015207075,-0.17573506,0.09540899,0.6186788,-0.55589575,-0.019717893,-0.32152906,-0.43350655,-0.5523919,0.102904156,0.44742453
item_78050,-0.06801387,-0.1256941,0.2824588,0.24080381,-0.43791556,0.62506783,0.117140144,-0.19637966,0.14910956,-0.39236763,-0.021933306,-0.19983332,-0.1936184,-0.42015496,0.06911846,0.046427935,-0.5411719,-0.0063552796,0.4257073
item_78051,0.18824948,0.3638875,0.13629337,0.29632348,0.4875549,0.6666221,0.13573894,-0.17670187,0.36187375,-0.1609382,0.10310079,0.39680722,-0.2373673,0.018617596,0.031544507,-0.38002253,-0.8037331,0.52195615,0.49947986
item_78052,-0.3878912,0.022642737,-0.08191856,0.42860657,0.1686487,0.08453041,-0.31284344,-0.43923956,-0.1669571,-0.033396572,-0.0797422,0.09627343,-0.33298558,-0.6492208,-0.34779882,-0.3072743,-0.4318074,0.5305309,0.14461061
